,Name,Credit Score,Loan Type,Loan Amount,Loan Term,Interest Rate,EMI,Days Left to Pay Current EMI,Delayed Payment,Payment Dates,Payment Modes,Outstanding Balance
4464,Rasha Cherian,775,Auto Loan,61908,3,0.14,21119.37,13,Yes,['2023-5-5'],['Cash'],40788.630000000005
4465,Piya Madan,478,Home Loan,48540,7,0.1,7167.35,9,Yes,"['2023-5-5', '2023-6-10', '2023-7-14', '2023-8-2', '2023-9-4', '2023-10-11', '2023-11-25']","['Cash', 'UPI', 'Cash', 'Net Banking', 'UPI', 'Debit Card', 'UPI']",-1631.4500000000044
4466,Anaya Sandal,384,Home Loan,29110,9,0.22,3538.11,8,Yes,"['2023-5-11', '2023-6-27', '2023-7-4', '2023-8-14', '2023-9-21', '2023-10-14', '2023-11-3', '2023-12-2']","['Net Banking', 'Debit Card', 'Debit Card', 'UPI', 'Cash', 'Credit Card', 'Net Banking', 'UPI']",805.119999999999
4467,Dharmajan Korpal,837,Auto Loan,78687,8,0.12,10283.63,6,Yes,"['2023-5-15', '2023-6-7', '2023-7-10', '2023-8-25']","['UPI', 'Cash', 'Debit Card', 'Debit Card']",37552.48
4468,Kashvi Thaker,695,Personal Loan,92509,3,0.2,31869.87,2,Yes,"['2023-5-9', '2023-6-21']","['Net Banking', 'Credit Card']",28769.260000000002
4469,Amira Randhawa,700,Personal Loan,35541,2,0.27,18372.48,12,Yes,['2023-5-18'],['UPI'],17168.52
4470,Trisha Vaidya,787,Personal Loan,35056,4,0.12,8984.19,10,Yes,['2023-5-7'],['Credit Card'],26071.809999999998
4471,Ishita Tella,423,Personal Loan,58752,12,0.22,5498.86,2,Yes,"['2023-5-25', '2023-6-5', '2023-7-15', '2023-8-22', '2023-9-8', '2023-10-25', '2023-11-23', '2023-12-6', '2024-1-22']","['Credit Card', 'Debit Card', 'UPI', 'UPI', 'Credit Card', 'Credit Card', 'Net Banking', 'Credit Card', 'Credit Card']",9262.260000000002
4472,Manikya Kapur,661,Personal Loan,37251,11,0.11,3575.54,6,No,"['2023-5-23', '2023-6-2']","['UPI', 'Net Banking']",30099.92
4473,Rasha Devi,312,Auto Loan,71987,12,0.3,7017.81,4,No,"['2023-5-9', '2023-6-20', '2023-7-4', '2023-8-9', '2023-9-3', '2023-10-23', '2023-11-27', '2023-12-3', '2024-1-5', '2024-2-1', '2024-3-5']","['UPI', 'Cash', 'UPI', 'Net Banking', 'Cash', 'UPI', 'Debit Card', 'Cash', 'Debit Card', 'Debit Card', 'Debit Card']",-5208.9100000000035
4474,Hazel Toor,643,Personal Loan,87911,4,0.24,23087.52,5,No,[],[],87911.0
4475,Kanav Kapadia,486,Home Loan,98047,10,0.11,10305.79,11,Yes,"['2023-5-22', '2023-6-26', '2023-7-3', '2023-8-27', '2023-9-26', '2023-10-21', '2023-11-12', '2023-12-27', '2024-1-20', '2024-2-27']","['Net Banking', 'Credit Card', 'Cash', 'Debit Card', 'Net Banking', 'Debit Card', 'Debit Card', 'Debit Card', 'UPI', 'Net Banking']",-5010.900000000009
4476,Jayant Handa,366,Home Loan,80420,2,0.11,40763.73,3,No,"['2023-5-9', '2023-6-20']","['Cash', 'Debit Card']",-1107.4600000000064
4477,Jivika Walla,449,Home Loan,97918,12,0.22,9164.57,10,No,"['2023-5-27', '2023-6-8', '2023-7-1', '2023-7-21', '2023-8-11', '2023-9-6']","['Cash', 'UPI', 'Debit Card', 'Net Banking', 'Cash', 'UPI']",42930.58
4478,Ehsaan Borde,731,Personal Loan,18159,13,0.15,1522.11,4,No,"['2023-5-28', '2023-6-14', '2023-7-3', '2023-8-23', '2023-9-28']","['Credit Card', 'Debit Card', 'Net Banking', 'Debit Card', 'UPI']",10548.45
4479,Kaira Zacharia,817,Personal Loan,80377,2,0.18,41094.99,9,No,[],[],80377.0
4480,Eshani Thakkar,368,Personal Loan,32140,11,0.22,3252.94,8,Yes,"['2023-5-22', '2023-6-21']","['Net Banking', 'Debit Card']",25634.12
4481,Indrans Halder,372,Auto Loan,51476,2,0.14,26189.29,12,No,['2023-5-5'],['Debit Card'],25286.71
4482,Kiara Ray,523,Home Loan,86951,6,0.15,15132.41,11,Yes,['2023-5-16'],['Net Banking'],71818.59
4483,Shanaya Banik,745,Home Loan,55687,11,0.27,5771.21,3,No,[],[],55687.0
4484,Hansh Kala,636,Auto Loan,23357,3,0.19,8033.5,2,No,"['2023-5-20', '2023-6-7']","['Credit Card', 'Cash']",7290.0
4485,Divit Chopra,514,Auto Loan,76827,8,0.3,10714.86,2,Yes,"['2023-5-5', '2023-6-10', '2023-7-6']","['Net Banking', 'Debit Card', 'Cash']",44682.42
4486,Yashvi Gupta,570,Auto Loan,23107,5,0.21,4866.83,10,Yes,[],[],23107.0
4487,Jayant Bhagat,556,Auto Loan,27744,12,0.13,2478.02,9,Yes,"['2023-5-12', '2023-6-18', '2023-7-11', '2023-8-4', '2023-9-8', '2023-10-17', '2023-11-28', '2023-12-25', '2024-1-25', '2024-2-15', '2024-3-26']","['Debit Card', 'Cash', 'Net Banking', 'Net Banking', 'Net Banking', 'UPI', 'Net Banking', 'UPI', 'UPI', 'Debit Card', 'Cash']",485.77999999999884
4488,Ivana Tripathi,551,Personal Loan,17851,4,0.16,4612.49,1,Yes,['2023-5-17'],['Credit Card'],13238.51
4489,Mohanlal Date,489,Auto Loan,67798,4,0.18,17589.84,15,Yes,['2023-5-17'],['Net Banking'],50208.16
4490,Charvi Sinha,585,Home Loan,24036,14,0.24,1985.42,13,Yes,"['2023-5-20', '2023-6-10', '2023-7-25', '2023-8-1', '2023-8-26', '2023-9-8', '2023-10-24', '2023-11-24']","['Debit Card', 'Credit Card', 'Cash', 'UPI', 'UPI', 'Net Banking', 'Debit Card', 'Credit Card']",8152.639999999999
4491,Mohanlal Mahajan,313,Personal Loan,83110,6,0.12,14340.49,9,Yes,"['2023-5-2', '2023-6-4', '2023-7-22', '2023-8-2', '2023-9-3']","['Cash', 'Net Banking', 'Net Banking', 'Credit Card', 'UPI']",11407.550000000003
4492,Mannat Bahri,715,Personal Loan,28293,13,0.26,2520.6,4,Yes,"['2023-5-4', '2023-6-12', '2023-7-10']","['Cash', 'Debit Card', 'Cash']",20731.2
4493,Kimaya Chaudhary,756,Personal Loan,23889,12,0.2,2212.95,15,No,"['2023-5-13', '2023-6-10', '2023-7-27', '2023-8-10', '2023-9-8', '2023-10-17', '2023-11-17', '2023-12-5', '2024-1-21', '2024-2-18', '2024-3-15', '2024-4-22']","['Net Banking', 'Debit Card', 'Debit Card', 'Cash', 'Net Banking', 'Cash', 'UPI', 'Net Banking', 'UPI', 'Debit Card', 'Credit Card', 'UPI']",-2666.399999999998
4494,Taran Kadakia,510,Auto Loan,22109,10,0.12,2334.31,12,No,"['2023-5-14', '2023-6-11', '2023-7-2', '2023-8-15', '2023-9-6', '2023-10-26', '2023-11-25', '2023-12-24', '2024-1-17', '2024-2-28']","['Credit Card', 'UPI', 'UPI', 'Net Banking', 'UPI', 'Debit Card', 'Cash', 'Net Banking', 'Debit Card', 'Debit Card']",-1234.0999999999985
4495,Armaan Borah,771,Home Loan,38342,1,0.19,38949.08,8,Yes,[],[],38342.0
4496,Ivan Ratti,669,Personal Loan,38704,2,0.22,19885.79,1,Yes,[],[],38704.0
4497,Vardaniya Cherian,687,Personal Loan,12625,14,0.24,1042.85,11,Yes,"['2023-5-14', '2023-6-26', '2023-7-5', '2023-8-14', '2023-9-19', '2023-10-22', '2023-11-20', '2023-12-16', '2024-1-16', '2024-2-5', '2024-3-15', '2024-4-1', '2024-5-2', '2024-6-26']","['Net Banking', 'Net Banking', 'UPI', 'Debit Card', 'Debit Card', 'Cash', 'Credit Card', 'Credit Card', 'UPI', 'UPI', 'Cash', 'UPI', 'Cash', 'Net Banking']",-1974.8999999999978
4498,Raghav Hegde,653,Auto Loan,69801,13,0.29,6320.93,13,No,"['2023-5-20', '2023-6-11', '2023-7-19', '2023-8-5', '2023-9-14', '2023-10-1', '2023-10-10', '2023-11-5', '2023-12-13', '2024-1-15', '2024-2-8', '2024-3-26', '2024-4-17']","['Net Banking', 'Credit Card', 'Net Banking', 'Debit Card', 'Net Banking', 'Debit Card', 'Cash', 'Debit Card', 'Credit Card', 'Debit Card', 'Net Banking', 'Cash', 'UPI']",-12371.089999999997
4499,Madhav Choudhary,368,Auto Loan,56647,13,0.25,5019.1,9,Yes,"['2023-5-1', '2023-5-18', '2023-6-9', '2023-7-14']","['Cash', 'Debit Card', 'UPI', 'Credit Card']",36570.6
4500,Dishani Wadhwa,602,Auto Loan,62533,8,0.14,8232.55,12,Yes,['2023-5-1'],['Credit Card'],54300.45
4501,Heer Wable,673,Auto Loan,11804,9,0.22,1434.69,15,No,[],[],11804.0
4502,Shayak Kaul,494,Personal Loan,76825,1,0.15,77785.31,7,No,['2023-5-20'],['UPI'],-960.3099999999977
4503,Adira Khalsa,827,Auto Loan,70378,10,0.3,8041.3,11,No,"['2023-5-21', '2023-6-3', '2023-7-24', '2023-8-10', '2023-9-12', '2023-10-21', '2023-11-18', '2023-12-2', '2024-1-19', '2024-2-1']","['Net Banking', 'Credit Card', 'Credit Card', 'Debit Card', 'Cash', 'Debit Card', 'Net Banking', 'Net Banking', 'Debit Card', 'Credit Card']",-10035.0
4504,Vritika Malhotra,694,Auto Loan,30354,1,0.26,31011.67,5,Yes,[],[],30354.0
4505,Advika Bhasin,345,Home Loan,18009,1,0.23,18354.17,11,No,[],[],18009.0
4506,Manjari Korpal,700,Home Loan,24649,7,0.12,3663.54,2,Yes,[],[],24649.0
4507,Aarush Ramachandran,738,Personal Loan,99253,10,0.2,10857.67,7,No,"['2023-5-27', '2023-6-16', '2023-7-8', '2023-8-26', '2023-9-11', '2023-10-28', '2023-11-9', '2023-12-7', '2024-1-20', '2024-2-15']","['Credit Card', 'Credit Card', 'Net Banking', 'Credit Card', 'Net Banking', 'Cash', 'Debit Card', 'Cash', 'Credit Card', 'Net Banking']",-9323.699999999997
4508,Mahika Ganesh,661,Home Loan,81894,10,0.28,9276.7,11,Yes,"['2023-5-10', '2023-6-18', '2023-7-22', '2023-8-18', '2023-9-24']","['Credit Card', 'Cash', 'Credit Card', 'Debit Card', 'Net Banking']",35510.5
4509,Shanaya Datta,339,Personal Loan,64490,8,0.19,8646.14,15,No,"['2023-5-19', '2023-6-19']","['Net Banking', 'Credit Card']",47197.72
4510,Baiju Sandal,748,Auto Loan,72560,14,0.21,5888.65,13,Yes,"['2023-5-24', '2023-6-20', '2023-7-12', '2023-8-21', '2023-9-27', '2023-10-11', '2023-11-7', '2023-12-22', '2024-1-3', '2024-2-7', '2024-3-22', '2024-4-11', '2024-5-26']","['Net Banking', 'Debit Card', 'UPI', 'Net Banking', 'UPI', 'Net Banking', 'Credit Card', 'Cash', 'UPI', 'Credit Card', 'UPI', 'UPI', 'UPI']",-3992.449999999997
4511,Aarav Goyal,545,Auto Loan,40132,12,0.28,3872.98,7,No,"['2023-5-24', '2023-6-9', '2023-7-13', '2023-8-27', '2023-9-2', '2023-10-23', '2023-11-24', '2023-12-9']","['Net Banking', 'Debit Card', 'Cash', 'UPI', 'Net Banking', 'Cash', 'Cash', 'Debit Card']",9148.16
4512,Eshani Manda,621,Personal Loan,19538,13,0.22,1702.8,13,No,"['2023-5-5', '2023-6-22', '2023-7-24', '2023-8-17']","['Cash', 'Credit Card', 'Debit Card', 'Credit Card']",12726.8
4513,Khushi Agarwal,495,Home Loan,39603,13,0.29,3586.3,1,No,"['2023-5-25', '2023-6-27', '2023-7-4', '2023-8-28', '2023-9-19', '2023-10-12', '2023-11-1', '2023-12-8', '2024-1-27', '2024-2-23', '2024-3-13']","['Cash', 'Credit Card', 'UPI', 'UPI', 'Cash', 'Debit Card', 'Debit Card', 'UPI', 'Cash', 'Credit Card', 'Debit Card']",153.6999999999971
4514,Eshani Behl,605,Auto Loan,84475,1,0.16,85601.33,8,No,[],[],84475.0
4515,Badal Chaudhuri,403,Auto Loan,58911,6,0.17,10311.04,14,No,"['2023-5-21', '2023-6-18', '2023-7-9', '2023-8-28', '2023-9-3', '2023-10-7']","['Cash', 'Debit Card', 'Net Banking', 'Net Banking', 'Credit Card', 'UPI']",-2955.2400000000052
4516,Ahana  Kara,533,Home Loan,26139,11,0.26,2696.21,11,No,"['2023-5-1', '2023-5-25', '2023-6-11', '2023-7-13', '2023-8-22', '2023-9-11', '2023-10-15', '2023-11-10', '2023-12-9', '2024-1-10']","['UPI', 'UPI', 'Credit Card', 'Debit Card', 'UPI', 'Cash', 'Credit Card', 'UPI', 'Debit Card', 'Debit Card']",-823.0999999999985
4517,Nirvi Chandran,429,Personal Loan,14474,5,0.11,2974.89,4,No,[],[],14474.0
4518,Parinaaz Mani,467,Personal Loan,44512,7,0.1,6572.58,11,Yes,"['2023-5-21', '2023-6-4', '2023-7-20', '2023-8-11', '2023-9-18', '2023-10-20', '2023-11-17']","['Cash', 'Debit Card', 'UPI', 'Debit Card', 'UPI', 'Cash', 'Net Banking']",-1496.0599999999977
4519,Rohan Sha,698,Auto Loan,21629,1,0.22,22025.53,9,No,[],[],21629.0
4520,Stuvan Rajan,453,Personal Loan,91374,9,0.22,11105.86,14,No,"['2023-5-15', '2023-6-23', '2023-7-7', '2023-8-10', '2023-9-16', '2023-10-13']","['UPI', 'Credit Card', 'UPI', 'UPI', 'Cash', 'Cash']",24738.839999999997
4521,Saanvi Bora,702,Home Loan,44817,12,0.16,4066.28,13,No,"['2023-5-22', '2023-6-15', '2023-7-6', '2023-8-26', '2023-9-9', '2023-10-5', '2023-11-22', '2023-12-11', '2024-1-15', '2024-2-24']","['Cash', 'UPI', 'Net Banking', 'Credit Card', 'UPI', 'Credit Card', 'Cash', 'Debit Card', 'Net Banking', 'Cash']",4154.199999999997
4522,Alisha Zacharia,808,Auto Loan,18431,8,0.3,2570.52,11,No,"['2023-5-5', '2023-6-14', '2023-7-11', '2023-8-24', '2023-9-16', '2023-10-4', '2023-11-4', '2023-12-21']","['Credit Card', 'Credit Card', 'UPI', 'Net Banking', 'Debit Card', 'Cash', 'Credit Card', 'Net Banking']",-2133.16
4523,Sumer Kara,532,Auto Loan,83328,1,0.21,84786.24,15,No,['2023-5-7'],['Debit Card'],-1458.2400000000052
4524,Ehsaan Lall,582,Home Loan,81880,12,0.15,7390.35,6,No,"['2023-5-25', '2023-6-11', '2023-7-7', '2023-8-27', '2023-9-2', '2023-10-20', '2023-11-5']","['Debit Card', 'Credit Card', 'Debit Card', 'Net Banking', 'Credit Card', 'Credit Card', 'Credit Card']",30147.549999999996
4525,Nitara Khosla,563,Personal Loan,63192,1,0.17,64087.22,14,Yes,[],[],63192.0
4526,Kanav Chana,493,Auto Loan,99412,9,0.21,12034.63,7,Yes,"['2023-5-7', '2023-6-27', '2023-7-9', '2023-8-17', '2023-9-1', '2023-10-17', '2023-11-27', '2023-12-25']","['Debit Card', 'Cash', 'UPI', 'Net Banking', 'Debit Card', 'UPI', 'Debit Card', 'Debit Card']",3134.9600000000064
4527,Mishti Mander,390,Personal Loan,80094,4,0.23,20992.07,13,Yes,"['2023-5-23', '2023-6-13', '2023-7-26']","['Credit Card', 'UPI', 'UPI']",17117.79
4528,Taimur Srivastava,466,Auto Loan,49531,13,0.22,4316.79,12,Yes,"['2023-5-2', '2023-6-27', '2023-7-24', '2023-8-14', '2023-9-19', '2023-10-26', '2023-11-15', '2023-12-17', '2024-1-20', '2024-2-2', '2024-3-7']","['Credit Card', 'Credit Card', 'Cash', 'Net Banking', 'UPI', 'Debit Card', 'Credit Card', 'Credit Card', 'Net Banking', 'Debit Card', 'UPI']",2046.3099999999977
4529,Armaan Kapoor,515,Auto Loan,40155,2,0.19,20555.59,13,No,"['2023-5-22', '2023-6-27']","['Cash', 'Net Banking']",-956.1800000000003
4530,Piya Datta,826,Home Loan,19195,10,0.28,2174.35,1,No,"['2023-5-1', '2023-5-3', '2023-6-9', '2023-7-21', '2023-8-26', '2023-9-16', '2023-10-13', '2023-11-12', '2023-12-7', '2024-1-1']","['Credit Card', 'Debit Card', 'Net Banking', 'Credit Card', 'UPI', 'Credit Card', 'Net Banking', 'Debit Card', 'Net Banking', 'Cash']",-2548.5
4531,Ayesha Chauhan,620,Home Loan,38719,14,0.29,3292.8,10,Yes,"['2023-5-14', '2023-6-26', '2023-7-6', '2023-8-13', '2023-9-25', '2023-10-16', '2023-11-1', '2023-12-18']","['Net Banking', 'Net Banking', 'Cash', 'UPI', 'UPI', 'Credit Card', 'Debit Card', 'UPI']",12376.599999999999
4532,Nakul Lata,706,Home Loan,18970,14,0.12,1458.82,14,No,"['2023-5-20', '2023-6-27', '2023-7-26']","['Cash', 'Credit Card', 'Net Banking']",14593.54
4533,Heer Solanki,442,Auto Loan,69904,8,0.21,9440.04,1,Yes,"['2023-5-2', '2023-6-10', '2023-7-24', '2023-8-17']","['Credit Card', 'Net Banking', 'UPI', 'Net Banking']",32143.839999999997
4534,Taran Gaba,480,Home Loan,53626,9,0.16,6362.69,12,Yes,"['2023-5-5', '2023-6-12', '2023-7-3', '2023-8-27']","['Debit Card', 'Credit Card', 'UPI', 'Debit Card']",28175.24
4535,Hazel Ramesh,666,Auto Loan,46284,6,0.22,8216.47,15,No,"['2023-5-25', '2023-6-27']","['Debit Card', 'Debit Card']",29851.06
4536,Shanaya Sachar,602,Auto Loan,20615,9,0.16,2445.96,8,Yes,"['2023-5-2', '2023-6-2', '2023-7-3']","['Debit Card', 'Cash', 'UPI']",13277.119999999999
4537,Rania Kamdar,500,Home Loan,33992,10,0.21,3734.88,11,Yes,"['2023-5-22', '2023-6-26', '2023-7-21', '2023-8-3', '2023-9-1', '2023-10-11', '2023-11-16']","['UPI', 'Credit Card', 'Credit Card', 'Credit Card', 'Cash', 'Debit Card', 'Credit Card']",7847.84
4538,Gatik Shere,813,Home Loan,81589,13,0.17,6915.96,8,No,"['2023-5-9', '2023-6-13', '2023-7-18', '2023-8-17', '2023-9-21', '2023-10-6', '2023-11-18', '2023-12-3']","['Debit Card', 'Net Banking', 'Net Banking', 'Credit Card', 'Debit Card', 'UPI', 'Debit Card', 'UPI']",26261.32
4539,Lavanya Balay,304,Auto Loan,45405,13,0.12,3742.04,7,Yes,"['2023-5-3', '2023-6-7', '2023-7-3', '2023-8-28', '2023-9-7', '2023-10-4', '2023-11-19', '2023-12-5', '2024-1-17', '2024-2-21']","['Debit Card', 'Cash', 'Debit Card', 'Net Banking', 'Debit Card', 'Cash', 'Net Banking', 'Debit Card', 'Net Banking', 'Credit Card']",7984.5999999999985
4540,Neysa Barad,508,Home Loan,96873,11,0.15,9480.8,7,Yes,"['2023-5-3', '2023-6-4', '2023-7-4', '2023-8-24', '2023-9-8', '2023-10-17', '2023-11-2', '2023-12-1', '2023-12-28']","['UPI', 'UPI', 'Net Banking', 'Credit Card', 'Debit Card', 'Cash', 'Credit Card', 'Credit Card', 'Cash']",11545.800000000003
4541,Trisha Sangha,346,Home Loan,74020,8,0.12,9673.7,14,No,"['2023-5-28', '2023-6-6', '2023-7-23', '2023-8-7', '2023-9-14', '2023-10-12']","['UPI', 'Credit Card', 'Debit Card', 'Credit Card', 'Net Banking', 'UPI']",15977.799999999996
4542,Vivaan Contractor,667,Personal Loan,20757,4,0.14,5341.48,7,Yes,[],[],20757.0
4543,Dhanush Sagar,381,Home Loan,83840,9,0.2,10108.95,14,Yes,"['2023-5-26', '2023-6-1', '2023-7-16', '2023-8-23', '2023-9-5', '2023-10-14', '2023-11-12', '2023-12-26']","['Net Banking', 'Credit Card', 'UPI', 'Credit Card', 'Net Banking', 'Credit Card', 'Credit Card', 'UPI']",2968.399999999994
4544,Anaya Das,762,Personal Loan,34591,12,0.29,3355.19,7,No,"['2023-5-5', '2023-6-16', '2023-7-21', '2023-8-13', '2023-9-13']","['UPI', 'Debit Card', 'Debit Card', 'Debit Card', 'Credit Card']",17815.05
4545,Emir Balasubramanian,727,Personal Loan,89655,13,0.18,7642.22,11,Yes,"['2023-5-15', '2023-6-26']","['Cash', 'Credit Card']",74370.56
4546,Ehsaan Viswanathan,723,Auto Loan,13107,4,0.11,3352.18,14,No,['2023-5-23'],['Cash'],9754.82
4547,Abram Sule,604,Personal Loan,45807,3,0.15,15652.31,15,Yes,['2023-5-17'],['Debit Card'],30154.690000000002
4548,Mohanlal Dhar,799,Personal Loan,57027,14,0.24,4710.54,6,Yes,"['2023-5-2', '2023-6-4']","['Cash', 'Debit Card']",47605.92
4549,Hiran Rege,470,Home Loan,40923,15,0.25,3204.74,7,No,"['2023-5-4', '2023-6-11']","['Credit Card', 'Cash']",34513.520000000004
4550,Zain Grover,613,Auto Loan,56740,4,0.28,15022.0,13,Yes,"['2023-5-4', '2023-6-18', '2023-7-2', '2023-8-23']","['Net Banking', 'Debit Card', 'Credit Card', 'Cash']",-3348.0
4551,Yashvi Chandra,746,Home Loan,76318,4,0.2,19881.05,7,Yes,[],[],76318.0
4552,Raunak Kothari,617,Personal Loan,22608,1,0.29,23154.36,9,No,['2023-5-4'],['Debit Card'],-546.3600000000006
4553,Yuvaan Divan,664,Home Loan,13092,14,0.15,1025.17,1,Yes,"['2023-5-25', '2023-6-24', '2023-7-16', '2023-8-5', '2023-9-24', '2023-10-10', '2023-11-6']","['UPI', 'UPI', 'Debit Card', 'UPI', 'Net Banking', 'Debit Card', 'Debit Card']",5915.8099999999995
4554,Kaira Gara,482,Auto Loan,52280,14,0.23,4293.14,13,No,"['2023-5-21', '2023-6-3', '2023-7-23', '2023-8-12', '2023-9-18', '2023-10-24', '2023-11-27', '2023-12-12', '2024-1-23']","['UPI', 'Debit Card', 'Credit Card', 'Cash', 'UPI', 'Debit Card', 'Cash', 'Credit Card', 'Net Banking']",13641.739999999998
4555,Jayant Doshi,559,Home Loan,69679,11,0.14,6786.44,7,Yes,"['2023-5-22', '2023-6-19', '2023-7-25', '2023-8-17', '2023-9-20', '2023-10-26', '2023-11-25', '2023-12-6']","['Cash', 'Cash', 'Net Banking', 'Debit Card', 'Net Banking', 'UPI', 'Net Banking', 'Cash']",15387.480000000003
4556,Himmat Bassi,597,Auto Loan,45696,4,0.13,11735.07,1,No,[],[],45696.0
4557,Jayesh Tripathi,319,Auto Loan,42651,14,0.18,3400.28,4,No,"['2023-5-24', '2023-6-22', '2023-7-10', '2023-8-9']","['Credit Card', 'Debit Card', 'Debit Card', 'UPI']",29049.879999999997
4558,Dharmajan Grover,475,Personal Loan,20759,3,0.22,7174.92,8,Yes,[],[],20759.0
4559,Chirag Bhatia,779,Personal Loan,28803,4,0.2,7503.26,7,Yes,"['2023-5-26', '2023-6-8']","['Cash', 'Cash']",13796.48
4560,Mahika Atwal,811,Home Loan,20967,13,0.21,1817.27,11,No,"['2023-5-24', '2023-6-23', '2023-7-17', '2023-8-2', '2023-9-13', '2023-10-17', '2023-11-14', '2023-12-13', '2024-1-8']","['Net Banking', 'Debit Card', 'UPI', 'Net Banking', 'Debit Card', 'Credit Card', 'UPI', 'Cash', 'Credit Card']",4611.57
4561,Shanaya Bains,517,Personal Loan,42872,10,0.19,4669.34,10,No,"['2023-5-16', '2023-6-7', '2023-7-2', '2023-8-9', '2023-9-8', '2023-10-1', '2023-10-8', '2023-11-19']","['Credit Card', 'UPI', 'Cash', 'Cash', 'Debit Card', 'Net Banking', 'Debit Card', 'Net Banking']",5517.279999999999
4562,Nehmat Handa,576,Auto Loan,28119,12,0.2,2604.79,13,Yes,"['2023-5-21', '2023-6-5']","['Credit Card', 'Debit Card']",22909.42
4563,Navya Shere,549,Home Loan,25812,5,0.21,5436.56,14,Yes,[],[],25812.0
4564,Sara Saran,842,Personal Loan,30511,10,0.26,3426.37,11,No,[],[],30511.0
4565,Ahana  Master,336,Auto Loan,32080,1,0.11,32374.07,10,Yes,[],[],32080.0
4566,Riaan Rajan,549,Auto Loan,39726,14,0.22,3243.08,3,Yes,"['2023-5-14', '2023-6-20', '2023-7-19', '2023-8-26', '2023-9-13', '2023-10-27', '2023-11-16', '2023-12-21', '2024-1-13', '2024-2-2', '2024-3-19', '2024-4-3', '2024-5-28', '2024-6-12']","['Net Banking', 'UPI', 'Debit Card', 'Debit Card', 'Net Banking', 'Debit Card', 'Debit Card', 'Debit Card', 'UPI', 'Net Banking', 'Credit Card', 'Net Banking', 'Credit Card', 'Net Banking']",-5677.119999999995
4567,Jayesh Bal,689,Auto Loan,78706,12,0.23,7404.37,13,No,"['2023-5-19', '2023-6-16', '2023-7-5', '2023-8-21', '2023-9-1', '2023-10-18', '2023-11-6', '2023-12-19', '2024-1-18', '2024-2-10', '2024-3-5']","['Credit Card', 'Debit Card', 'Credit Card', 'Net Banking', 'UPI', 'UPI', 'UPI', 'Credit Card', 'Debit Card', 'Credit Card', 'Cash']",-2742.0699999999924
4568,Riya Ahluwalia,681,Personal Loan,35794,8,0.28,4956.68,15,Yes,"['2023-5-25', '2023-6-17', '2023-7-20', '2023-8-19', '2023-9-28']","['Net Banking', 'Net Banking', 'Cash', 'Debit Card', 'Credit Card']",11010.599999999999
4569,Lagan Sarraf,600,Personal Loan,22927,1,0.21,23328.22,9,Yes,[],[],22927.0
4570,Mohanlal Srivastava,626,Home Loan,61366,4,0.12,15726.95,7,Yes,"['2023-5-26', '2023-6-8', '2023-7-3']","['Net Banking', 'Debit Card', 'Cash']",14185.149999999994
4571,Piya Kumar,693,Home Loan,52844,12,0.15,4769.61,15,Yes,"['2023-5-1', '2023-5-24', '2023-6-24']","['Cash', 'UPI', 'Credit Card']",38535.17
4572,Aarav Mani,661,Auto Loan,17000,10,0.28,1925.71,2,No,"['2023-5-24', '2023-6-26', '2023-7-27', '2023-8-16', '2023-9-18', '2023-10-18', '2023-11-14', '2023-12-6', '2024-1-11', '2024-2-1']","['Credit Card', 'Credit Card', 'Credit Card', 'UPI', 'Net Banking', 'Net Banking', 'Cash', 'Debit Card', 'Debit Card', 'UPI']",-2257.0999999999985
4573,Himmat Wason,320,Auto Loan,41208,8,0.1,5346.03,1,Yes,['2023-5-27'],['UPI'],35861.97
4574,Madhav Kamdar,465,Personal Loan,21732,4,0.21,5672.76,1,Yes,['2023-5-1'],['Credit Card'],16059.24
4575,Anya Acharya,446,Auto Loan,57575,2,0.13,29256.14,7,Yes,"['2023-5-5', '2023-6-10']","['Net Banking', 'Cash']",-937.2799999999988
4576,Aarav Thakkar,467,Auto Loan,70725,10,0.27,7976.91,11,No,"['2023-5-25', '2023-6-4', '2023-7-17', '2023-8-28', '2023-9-20', '2023-10-6']","['Debit Card', 'Cash', 'Debit Card', 'Credit Card', 'UPI', 'UPI']",22863.54
4577,Anvi Johal,688,Personal Loan,65164,2,0.22,33480.72,13,No,['2023-5-15'],['Credit Card'],31683.28
4578,Aayush Thakkar,558,Home Loan,69784,8,0.29,9698.04,3,Yes,[],[],69784.0
4579,Badal Baria,453,Home Loan,97173,12,0.12,8633.7,5,No,"['2023-5-8', '2023-6-19', '2023-7-17', '2023-8-12', '2023-9-7', '2023-10-17', '2023-11-18', '2023-12-23', '2024-1-9']","['UPI', 'Net Banking', 'Cash', 'Net Banking', 'UPI', 'UPI', 'UPI', 'Debit Card', 'Debit Card']",19469.699999999997
4580,Anay Chaudhary,801,Personal Loan,89539,5,0.18,18721.65,10,Yes,"['2023-5-5', '2023-6-19', '2023-7-28', '2023-8-16', '2023-9-8']","['Credit Card', 'Cash', 'UPI', 'Credit Card', 'Net Banking']",-4069.25
4581,Amani Bassi,331,Home Loan,73127,7,0.28,11444.22,9,Yes,[],[],73127.0
4582,Sahil Arora,672,Personal Loan,37902,6,0.29,6861.94,6,Yes,"['2023-5-20', '2023-6-26', '2023-7-24', '2023-8-1', '2023-8-20']","['Net Banking', 'UPI', 'Debit Card', 'Credit Card', 'Cash']",3592.300000000003
